time,latitude,longitude,accuracy,altitude,altitudeAccuracy,heading,speed
8:6:57:239,56.318690,44.059982,2.700000,163.8,0,286,7.828925132751465
8:6:58:58,56.318712,44.059863,2.700000,163.5,0,284,8.001357078552246
8:6:58:860,56.318735,44.059743,3.900000,163.4,0,288,8.00701904296875
8:6:59:618,56.318758,44.059622,2.600000,163.1,0,290,8.025033950805664
8:7:1:87,56.318783,44.059498,3.900000,162.8,0,289,8.23298168182373
8:7:1:842,56.318812,44.059377,2.600000,162.3,0,288,8.012166023254395
8:7:2:657,56.318840,44.059262,3.900000,161.9,0,291,7.9848856925964355
8:7:4:56,56.318865,44.059143,3.900000,161.6,0,289,7.533988952636719
8:7:4:795,56.318888,44.059040,3.900000,161.1,0,289,7.293613910675049
8:7:6:252,56.318910,44.058927,3.700000,160.8,0,290,7.477369785308838
8:7:7:54,56.318925,44.058808,3.500000,160.5,0,288,7.171624660491943
8:7:7:837,56.318947,44.058707,3.300000,160.1,0,289,7.15309476852417
8:7:8:598,56.318965,44.058605,3.100000,160.2,0,290,6.98117733001709
8:7:9:576,56.318992,44.058497,3.900000,159.8,0,291,7.333762168884277
8:7:11:710,56.319050,44.058262,2.700000,159.4,0,291,8.323573112487793
8:7:14:4,56.319107,44.058000,3.900000,158.2,0,293,8.349308967590332
8:7:14:786,56.319140,44.057875,3.900000,157.8,0,296,8.26180648803711
8:7:15:615,56.319175,44.057750,2.500000,157.9,0,298,8.513505935668945
8:7:17:74,56.319210,44.057628,2.500000,157.7,0,296,8.371956825256348
8:7:17:868,56.319245,44.057515,2.500000,157.6,0,299,7.899441719055176
8:7:18:618,56.319280,44.057405,3.900000,157.5,0,300,7.86444091796875
8:7:20:46,56.319313,44.057300,2.400000,157.1,0,298,7.330673694610596
8:7:20:861,56.319345,44.057203,3.900000,157.2,0,301,6.959558963775635
8:7:21:634,56.319377,44.057105,2.400000,157.1,0,300,7.227729320526123
8:7:23:211,56.319408,44.057000,2.400000,157,0,297,7.685317516326904
8:7:24:4,56.319438,44.056890,3.900000,156.8,0,297,7.540680408477783
8:7:24:791,56.319470,44.056780,3.900000,156.7,0,296,7.559210777282715
8:7:26:813,56.319538,44.056562,2.400000,156.4,0,299,7.887088775634766
8:7:29:47,56.319605,44.056338,3.900000,156.2,0,296,7.886059284210205
8:7:29:843,56.319637,44.056225,3.900000,155.7,0,296,7.712082862854004
8:7:30:660,56.319670,44.056117,2.400000,155.3,0,298,7.600388526916504
8:7:32:175,56.319700,44.056007,2.400000,155.3,0,297,7.701788425445557
8:7:32:961,56.319735,44.055897,2.400000,155,0,294,8.438870429992676
8:7:34:34,56.319767,44.055780,3.900000,154.4,0,294,8.185112953186035
8:7:34:795,56.319795,44.055662,2.400000,154,0,294,8.184597969055176
8:7:35:607,56.319825,44.055552,3.900000,153.8,0,295,7.655978202819824
8:7:37:144,56.319855,44.055440,3.600000,153.7,0,295,7.690464496612549
8:7:38:964,56.319903,44.055195,3.900000,153.5,0,292,7.980768203735352
8:7:39:738,56.319927,44.055075,3.900000,153.3,0,291,7.945766925811768
8:7:40:914,56.319948,44.054960,2.900000,153.2,0,289,7.339424133300781
8:7:41:681,56.319967,44.054848,2.800000,153.1,0,286,7.163903713226318
8:7:43:188,56.319985,44.054738,2.800000,152.8,0,287,7.134049892425537
8:7:44:694,56.320023,44.054512,3.900000,152.8,0,286,7.262215614318848
8:7:44:715,56.320023,44.054512,2.700000,152.8,0,286,7.262215614318848
8:7:47:52,56.320058,44.054272,2.700000,152.9,0,284,7.721348285675049
8:7:48:641,56.320088,44.054028,2.700000,152.8,0,284,7.667302131652832
8:7:50:976,56.320112,44.053790,2.800000,153.1,0,281,7.540165901184082
8:7:51:838,56.320122,44.053672,3.900000,153.1,0,280,7.507223606109619
8:7:52:675,56.320140,44.053548,2.800000,153.1,0,283,8.119743347167969
8:7:54:130,56.320155,44.053423,2.800000,153.1,0,282,7.790835380554199
8:7:54:915,56.320173,44.053305,2.800000,153.2,0,285,7.759952068328857
8:7:55:731,56.320190,44.053185,3.900000,153.3,0,282,7.8479695320129395
8:7:58:17,56.320230,44.052943,3.900000,153.3,0,285,7.813998222351074
8:7:58:815,56.320245,44.052825,3.900000,153.2,0,283,7.815027713775635
8:7:59:669,56.320260,44.052705,3.900000,153.1,0,283,7.93444299697876
8:8:1:199,56.320277,44.052582,2.800000,152.9,0,283,7.958634853363037
8:8:2:17,56.320293,44.052460,2.800000,152.9,0,283,7.875249862670898
8:8:2:836,56.320312,44.052332,3.900000,152.8,0,282,8.552624702453613
8:8:3:663,56.320332,44.052205,3.900000,152.9,0,286,7.765614032745361
8:8:5:147,56.320348,44.052077,2.800000,152.8,0,284,7.954517364501953
8:8:6:754,56.320378,44.051813,2.700000,152.5,0,281,8.013710021972656
8:8:8:229,56.320397,44.051677,4.000000,152.3,0,282,8.463577270507812
8:8:9:116,56.320412,44.051508,3.700000,152.4,0,284,8.49085807800293
8:8:10:747,56.320437,44.051207,3.300000,152.6,0,280,8.686966896057129
8:8:12:647,56.320475,44.050928,3.200000,152.5,0,282,9.51412582397461
8:8:13:786,56.320493,44.050782,3.100000,152.5,0,283,9.333972930908203
8:8:16:88,56.320533,44.050482,3.100000,152.4,0,281,10.160101890563965
8:8:16:965,56.320562,44.050337,3.100000,152.3,0,293,8.325117111206055
8:8:17:845,56.320585,44.050218,3.100000,152.1,0,292,7.671420097351074
8:8:18:669,56.320602,44.050080,3.900000,151.9,0,286,8.98653507232666
8:8:19:881,56.320622,44.049938,3.000000,151.7,0,284,9.310295104980469
8:8:20:638,56.320638,44.049793,3.900000,151.6,0,285,9.397798538208008
8:8:23:9,56.320673,44.049503,3.900000,151.2,0,282,9.728249549865723
8:8:23:746,56.320688,44.049363,2.800000,149.8,0,282,8.997859001159668
8:8:25:302,56.320705,44.049228,2.800000,149.2,0,282,8.83417797088623
8:8:26:255,56.320723,44.049095,2.700000,148.6,0,283,8.476445198059082
8:8:27:121,56.320740,44.048970,2.700000,148.2,0,283,7.818115711212158
8:8:27:983,56.320760,44.048852,2.700000,147.7,0,286,7.5947265625
8:8:28:812,56.320775,44.048735,2.700000,147.5,0,282,7.513400077819824
8:8:29:659,56.320787,44.048628,2.700000,147.4,0,281,6.581753253936768
8:8:31:167,56.320802,44.048528,2.800000,147.2,0,285,6.312553405761719
8:8:32:9,56.320815,44.048433,2.900000,146.9,0,284,6.2281389236450195
8:8:33:704,56.320840,44.048247,3.900000,146.6,0,283,5.917761325836182
8:8:36:118,56.320870,44.048083,3.200000,146.1,0,289,5.34744930267334
8:8:36:959,56.320882,44.048015,3.100000,146.1,0,286,4.567130088806152
8:8:37:844,56.320892,44.047948,3.900000,145.9,0,282,4.189324378967285
8:8:38:659,56.320900,44.047890,4.600000,145.8,0,288,3.7775464057922363
8:8:40:440,56.320912,44.047840,4.200000,145.6,0,285,3.5340828895568848
8:8:42:31,56.320915,44.047805,4.000000,145.6,0,288,0.09110583364963531
8:8:42:881,56.320918,44.047800,3.800000,145.5,0,288,0.0977972224354744
8:8:43:786,56.320917,44.047802,3.800000,145.4,0,288,0.044780831784009933
8:8:44:637,56.320902,44.047815,3.900000,145.4,0,288,0
8:8:46:182,56.320895,44.047830,3.900000,145.4,0,288,0
8:8:47:1,56.320885,44.047842,3.400000,145.5,0,288,0
8:8:47:859,56.320885,44.047842,3.400000,145.5,0,288,0
8:8:48:699,56.320885,44.047842,3.300000,145.5,0,288,0
8:8:50:269,56.320885,44.047842,3.200000,145.5,0,288,0
8:8:51:76,56.320885,44.047842,3.200000,145.5,0,288,0
8:8:51:927,56.320855,44.047830,3.200000,145.4,0,268,1.956973910331726
8:8:52:787,56.320858,44.047792,3.900000,145.4,0,269,2.5962588787078857
8:8:53:593,56.320867,44.047723,3.200000,145.5,0,277,3.8614461421966553
8:8:54:331,56.320867,44.047723,3.900000,145.5,0,277,3.8614461421966553
8:8:55:207,56.320883,44.047630,3.900000,145.4,0,279,4.937215328216553
8:8:56:70,56.320908,44.047520,3.900000,145.3,0,285,5.963571548461914
8:8:56:915,56.320923,44.047425,3.300000,145.2,0,284,5.733490943908691
8:8:57:782,56.320940,44.047312,3.300000,145,0,284,6.367628574371338
8:8:58:639,56.320973,44.047202,3.300000,144.9,0,291,6.593076705932617
8:9:0:550,56.320997,44.047097,3.300000,145,0,291,6.978089332580566
8:9:1:667,56.321030,44.046905,3.100000,145.3,0,282,5.97180700302124
8:9:3:293,56.321042,44.046807,3.900000,145,0,280,6.425792217254639
8:9:4:161,56.321045,44.046697,3.100000,144.8,0,276,6.594621181488037
8:9:5:861,56.321077,44.046462,3.000000,144.3,0,284,7.529356479644775
8:9:6:655,56.321093,44.046335,2.900000,144.4,0,283,8.102242469787598
8:9:9:27,56.321132,44.046077,3.000000,143.9,0,286,8.02194595336914
8:9:10:725,56.321168,44.045803,4.100000,143.7,0,284,8.626229286193848
8:9:11:655,56.321178,44.045667,3.800000,143.7,0,284,8.474386215209961
8:9:14:43,56.321203,44.045377,3.600000,142.8,0,279,8.910871505737305
8:9:15:779,56.321235,44.045097,3.900000,142.6,0,283,9.020506858825684
8:9:16:705,56.321252,44.044958,3.500000,142.3,0,282,8.91601848602295
8:9:17:582,56.321267,44.044813,3.900000,141.9,0,282,9.257279396057129
8:9:18:748,56.321278,44.044672,3.900000,141.3,0,281,8.83108901977539
8:9:20:389,56.321292,44.044532,3.300000,140.7,0,281,8.668951988220215
8:9:21:256,56.321307,44.044400,3.900000,140.3,0,280,8.387913703918457
8:9:22:137,56.321322,44.044268,3.900000,140,0,281,8.37658977508545
8:9:23:853,56.321352,44.044002,3.200000,139.1,0,281,8.258203506469727
8:9:24:728,56.321365,44.043867,3.200000,138.5,0,276,8.172759056091309
8:9:25:644,56.321373,44.043737,3.200000,138.1,0,273,8.313278198242188
8:9:28:150,56.321390,44.043460,3.200000,137.8,0,277,8.7626314163208
8:9:29:852,56.321398,44.043178,3.900000,138,0,273,8.611302375793457
8:9:30:799,56.321398,44.043042,3.900000,137.6,0,269,8.628803253173828
8:9:31:677,56.321397,44.042900,3.900000,137.4,0,269,8.78836727142334
8:9:34:159,56.321393,44.042628,3.900000,136.2,0,269,8.555197715759277
8:9:35:18,56.321390,44.042495,3.000000,135.7,0,268,8.214451789855957
8:9:35:950,56.321383,44.042362,3.000000,135.4,0,266,8.374015808105469
8:9:36:869,56.321382,44.042230,3.000000,135.3,0,268,8.079594612121582
8:9:37:736,56.321373,44.042100,3.000000,135.2,0,265,8.102242469787598
8:9:38:692,56.321367,44.041975,3.000000,134.7,0,264,7.884514808654785
8:9:40:313,56.321362,44.041845,3.000000,134.5,0,265,8.081653594970703
8:9:41:229,56.321352,44.041720,4.400000,134.1,0,265,7.799071311950684
8:9:42:189,56.321345,44.041592,3.900000,133.9,0,271,7.799071311950684
8:9:43:70,56.321348,44.041463,3.900000,133.9,0,275,8.03532886505127
8:9:43:976,56.321358,44.041335,3.900000,133.9,0,278,7.282804489135742
8:9:44:890,56.321372,44.041217,3.900000,133.7,0,278,7.4789137840271
8:9:45:740,56.321393,44.041102,3.200000,133.6,0,280,7.049120903015137
8:9:46:679,56.321422,44.040987,3.100000,133.2,0,286,8.051799774169922
8:9:47:640,56.321442,44.040868,3.900000,133,0,285,7.519062042236328
8:9:50:60,56.321475,44.040643,2.900000,132.7,0,283,6.288361549377441
8:9:50:930,56.321493,44.040553,3.900000,132.4,0,287,5.491056442260742
8:9:52:756,56.321535,44.040443,2.800000,131.6,0,315,4.197044849395752
8:9:53:679,56.321552,44.040388,2.800000,131,0,304,3.964390516281128
8:9:55:693,56.321570,44.040217,3.900000,129.7,0,284,5.3078155517578125
8:9:55:708,56.321570,44.040217,2.700000,129.7,0,284,5.3078155517578125
8:9:57:980,56.321590,44.040035,2.800000,129.1,0,282,5.4699530601501465
8:9:59:743,56.321638,44.039868,2.800000,129.2,0,289,6.105635166168213
8:10:0:675,56.321652,44.039773,3.900000,128.8,0,289,6.31461238861084
8:10:2:722,56.321693,44.039618,2.700000,127.2,0,297,6.119532585144043
8:10:5:995,56.321777,44.039352,2.700000,126.6,0,300,5.694372177124023
8:10:7:890,56.321817,44.039145,2.600000,125.8,0,287,6.201888084411621
8:10:8:877,56.321837,44.039052,3.900000,125.7,0,295,5.895113468170166
8:10:9:776,56.321847,44.038968,3.900000,125.5,0,291,5.718564033508301
8:10:10:719,56.321863,44.038877,3.900000,125.6,0,288,5.7473883628845215
8:10:11:591,56.321887,44.038783,4.100000,125.4,0,291,5.87298059463501
8:10:12:729,56.321888,44.038637,3.900000,125.5,0,287,5.879157066345215
8:10:12:760,56.321888,44.038637,3.700000,125.5,0,287,5.879157066345215
8:10:14:281,56.321887,44.038515,3.500000,125.6,0,289,5.693342685699463
8:10:15:188,56.321898,44.038432,3.500000,125.6,0,284,5.437525749206543
8:10:16:967,56.321935,44.038237,3.300000,125.5,0,286,4.799270153045654
8:10:17:871,56.321962,44.038183,3.900000,125.2,0,286,4.148661136627197
8:10:18:799,56.321983,44.038127,3.000000,125.3,0,299,3.8418867588043213
8:10:19:685,56.321998,44.038065,3.000000,125.3,0,297,4.244399547576904
8:10:20:597,56.322005,44.038008,3.900000,125.6,0,288,4.228443145751953
8:10:21:750,56.322008,44.037955,3.900000,125.6,0,269,3.4573891162872314
8:10:22:629,56.321998,44.037937,2.900000,125.5,0,240,1.642478585243225
8:10:24:290,56.321993,44.037923,2.900000,125.5,0,240,0.07360527664422989
8:10:25:170,56.321992,44.037920,2.900000,125.4,0,240,0.04117777943611145
8:10:26:99,56.321992,44.037922,2.900000,125.4,0,240,0.056619442999362946
8:10:28:18,56.321990,44.037910,2.900000,125.4,0,240,0
8:10:28:873,56.321985,44.037913,3.900000,125.5,0,240,0
8:10:29:865,56.321985,44.037913,2.800000,125.5,0,240,0
8:10:30:765,56.321982,44.037923,2.800000,125.3,0,240,0.06794333457946777
8:10:31:750,56.321982,44.037932,3.900000,125.1,0,240,0
8:10:32:811,56.321983,44.037935,2.800000,125.5,0,240,0
8:10:33:775,56.321982,44.037938,2.900000,125.7,0,240,0
8:10:34:701,56.321982,44.037938,2.800000,125.7,0,240,0
8:10:36:743,56.321982,44.037938,2.800000,125.7,0,240,0
8:10:37:637,56.321982,44.037938,2.800000,125.7,0,240,0
8:10:40:128,56.321982,44.037938,2.800000,125.7,0,240,0
8:10:42:150,56.321982,44.037938,2.800000,125.7,0,240,0
8:10:44:85,56.321982,44.037938,2.700000,125.7,0,240,0
8:10:45:20,56.321982,44.037938,2.700000,125.7,0,240,0
8:10:46:851,56.321982,44.037938,2.700000,125.7,0,240,0
8:10:47:778,56.321982,44.037938,2.700000,125.7,0,240,0
8:10:48:703,56.321982,44.037938,2.700000,125.7,0,240,0
8:10:49:662,56.321982,44.037938,2.700000,125.7,0,240,0
8:10:52:222,56.321982,44.037938,2.700000,125.7,0,240,0
8:10:53:114,56.321982,44.037938,2.700000,125.7,0,240,0
8:10:54:141,56.321982,44.037938,2.800000,125.7,0,240,0
8:10:55:62,56.321982,44.037938,2.800000,125.7,0,240,0
8:10:55:933,56.321982,44.037938,2.900000,125.7,0,240,0
8:10:56:893,56.321982,44.037938,2.900000,125.7,0,240,0
8:10:57:768,56.321982,44.037938,2.800000,125.7,0,240,0
8:10:58:697,56.321982,44.037938,2.800000,125.7,0,240,0
8:11:0:508,56.321982,44.037938,2.800000,125.7,0,240,0
8:11:2:413,56.321983,44.037872,2.800000,132.1,0,240,0.7
8:11:4:292,56.321993,44.037833,2.800000,132.1,0,240,0.8415708541870117
8:11:5:284,56.321998,44.037835,2.800000,132,0,240,0.6516383290290833
8:11:6:198,56.322012,44.037830,2.800000,132,0,240,0.6279610991477966
8:11:7:120,56.322022,44.037822,2.800000,132,0,240,0
8:11:8:46,56.322012,44.037827,2.700000,132,0,240,0
8:11:8:933,56.322010,44.037833,3.900000,131.9,0,240,0
8:11:9:873,56.322013,44.037835,3.900000,131.9,0,240,0
8:11:10:805,56.322013,44.037835,2.600000,131.9,0,240,0
8:11:11:861,56.322013,44.037835,2.600000,131.9,0,240,0
8:11:12:892,56.322013,44.037835,2.500000,131.9,0,240,0
8:11:13:852,56.322013,44.037835,2.500000,131.9,0,240,0
8:11:14:794,56.322013,44.037835,3.900000,131.9,0,240,0
8:11:15:706,56.322013,44.037835,2.500000,131.9,0,240,0
8:11:16:642,56.322013,44.037835,2.500000,131.9,0,240,0
8:11:18:402,56.322013,44.037835,2.500000,131.9,0,240,0
8:11:20:290,56.322013,44.037835,2.500000,131.9,0,240,0
8:11:20:273,56.322013,44.037835,3.900000,131.9,0,240,0
8:11:22:193,56.322013,44.037835,3.900000,131.9,0,240,0
8:11:23:240,56.322013,44.037835,2.600000,131.9,0,240,0
8:11:25:67,56.322013,44.037835,3.900000,131.9,0,240,0
8:11:25:86,56.322013,44.037835,2.800000,131.9,0,240,0
8:11:26:9,56.322013,44.037835,3.900000,131.9,0,240,0
8:11:27:21,56.322013,44.037835,3.900000,131.9,0,240,0
8:11:27:941,56.322013,44.037835,3.900000,131.9,0,240,0
8:11:28:849,56.322013,44.037835,2.800000,131.9,0,240,0
8:11:29:758,56.322013,44.037835,3.900000,131.9,0,240,0
8:11:30:688,56.322013,44.037835,2.800000,131.9,0,240,0
8:11:31:635,56.322013,44.037835,2.700000,131.9,0,240,0
8:11:34:89,56.322013,44.037835,2.700000,131.9,0,240,0
8:11:35:816,56.322013,44.037835,3.900000,131.9,0,240,0
8:11:35:841,56.322013,44.037835,2.700000,131.9,0,240,0
8:11:37:814,56.322013,44.037835,2.700000,131.9,0,240,0
8:11:38:792,56.322013,44.037835,2.700000,131.9,0,240,0
8:11:39:699,56.322013,44.037835,3.900000,131.9,0,240,0
8:11:39:716,56.322013,44.037835,2.700000,131.9,0,240,0
8:11:40:586,56.322013,44.037835,3.900000,131.9,0,240,0
8:11:40:677,56.322013,44.037835,2.700000,131.9,0,240,0
8:11:42:696,56.322013,44.037835,2.700000,131.9,0,240,0
8:11:44:491,56.322013,44.037835,2.800000,131.9,0,240,0
8:11:45:801,56.322013,44.037835,2.800000,131.9,0,240,0
8:11:46:830,56.322012,44.037742,3.900000,131.2,0,240,0.8184083104133606
8:11:47:758,56.322013,44.037723,3.900000,131.3,0,240,1.055180549621582
8:11:48:701,56.322028,44.037688,3.900000,131.6,0,240,1.3130563497543335
8:11:49:635,56.322043,44.037672,3.900000,131.7,0,240,1.4875472784042358
8:11:50:576,56.322055,44.037648,3.900000,131.8,0,295,2.2091877460479736
8:11:51:878,56.322063,44.037620,3.900000,131.9,0,288,2.3733842372894287
8:11:52:791,56.322072,44.037585,2.900000,131.9,0,288,2.944211006164551
8:11:53:769,56.322082,44.037537,2.900000,131.9,0,292,3.5279061794281006
8:11:54:742,56.322090,44.037475,3.900000,132,0,286,4.394698143005371
8:11:55:759,56.322103,44.037402,2.800000,132.1,0,289,4.9485392570495605
8:11:56:694,56.322118,44.037320,3.900000,132.1,0,288,5.304727077484131
8:11:57:700,56.322135,44.037238,2.700000,132.2,0,290,5.4426727294921875
8:11:58:700,56.322153,44.037153,3.900000,132.2,0,290,5.654223442077637
8:11:59:657,56.322172,44.037065,3.900000,132.2,0,290,5.907981872558594
8:12:0:619,56.322192,44.036973,2.600000,132.2,0,291,5.920334815979004
8:12:2:789,56.322233,44.036787,3.900000,132.5,0,281,7.302364349365234
8:12:4:783,56.322265,44.036573,2.700000,132.7,0,298,5.392230033874512
8:12:5:739,56.322287,44.036490,2.700000,132.9,0,300,5.586280345916748
8:12:6:702,56.322303,44.036383,2.600000,133.2,0,290,6.9919867515563965
8:12:7:651,56.322325,44.036268,2.600000,133.3,0,289,7.760467052459717
8:12:8:612,56.322348,44.036145,2.600000,133.5,0,290,7.983856201171875
8:12:10:376,56.322370,44.036022,2.600000,133.7,0,287,8.202098846435547
8:12:11:260,56.322393,44.035893,2.600000,134,0,288,8.36011791229248
8:12:12:217,56.322420,44.035770,2.600000,134,0,290,8.139302253723145
8:12:13:213,56.322443,44.035647,2.600000,134.1,0,286,8.573213577270508
8:12:14:250,56.322470,44.035515,2.700000,134.4,0,289,8.253056526184082
8:12:15:251,56.322492,44.035390,2.700000,134.3,0,288,7.945766925811768
8:12:16:292,56.322510,44.035262,2.700000,134.3,0,286,8.36011791229248
8:12:18:203,56.322558,44.035002,2.800000,134.5,0,288,8.402325630187988
8:12:19:226,56.322592,44.034880,3.900000,134.6,0,295,8.217025756835938
8:12:20:251,56.322632,44.034772,4.200000,134.6,0,304,8.180480003356934
8:12:21:230,56.322687,44.034675,3.900000,134.6,0,312,7.672964096069336
8:12:22:223,56.322735,44.034597,3.700000,134.9,0,319,7.360013008117676
8:12:23:201,56.322782,44.034520,3.500000,135,0,317,6.86948299407959
8:12:24:123,56.322832,44.034463,3.400000,134.9,0,329,6.39851188659668
8:12:25:150,56.322883,44.034425,3.400000,135.1,0,335,6.316670894622803
8:12:26:102,56.322940,44.034397,3.900000,135.1,0,341,6.407776832580566
8:12:27:77,56.322998,44.034383,3.300000,135.1,0,349,6.501456260681152
8:12:28:153,56.323058,44.034377,3.900000,135,0,355,6.692418098449707
8:12:29:67,56.323118,44.034373,3.900000,134.8,0,354,6.685727119445801
8:12:30:67,56.323170,44.034372,3.400000,134.7,0,356,6.12982702255249
8:12:31:52,56.323213,44.034387,3.900000,134.7,0,3,5.569294452667236
8:12:32:52,56.323255,44.034415,3.600000,134.5,0,9,5.070528507232666
8:12:33:51,56.323293,44.034467,3.600000,134.4,0,24,5.441643238067627
8:12:34:33,56.323315,44.034568,3.300000,134,0,31,4.3952131271362305
8:12:35:77,56.323347,44.034612,3.900000,133.4,0,19,3.9355661869049072
8:12:36:67,56.323382,44.034618,3.200000,133.1,0,350,4.1239542961120605
8:12:37:32,56.323410,44.034598,3.900000,132.9,0,341,3.798650026321411
8:12:38:27,56.323373,44.034547,3.100000,132.5,0,240,2.6153035163879395
8:12:38:983,56.323357,44.034508,2.900000,133.1,0,223,3.1470117568969727
8:12:39:955,56.323327,44.034490,2.900000,133.2,0,203,3.2267935276031494
8:12:40:927,56.323297,44.034465,2.900000,133.2,0,203,3.8949029445648193
8:12:41:877,56.323263,44.034430,3.900000,133.4,0,208,3.9005649089813232
8:12:42:850,56.323228,44.034395,2.900000,133.2,0,208,4.248517036437988
8:12:43:848,56.323192,44.034363,3.900000,133.3,0,213,4.219692707061768
8:12:44:816,56.323160,44.034320,3.100000,133.4,0,214,4.392124652862549
8:12:45:792,56.323128,44.034273,3.200000,133.4,0,211,4.381830215454102
8:12:46:756,56.323097,44.034222,3.200000,133.3,0,214,4.710737705230713
8:12:47:732,56.323062,44.034178,3.300000,133.2,0,212,4.674707412719727
8:12:48:746,56.323023,44.034132,3.300000,133.2,0,211,5.115309238433838
8:12:49:700,56.322978,44.034097,3.400000,133.2,0,206,5.309359550476074
8:12:50:733,56.322933,44.034057,5.000000,133.4,0,206,5.394289016723633
8:12:51:724,56.322882,44.033995,4.300000,133.7,0,210,5.309359550476074
8:12:52:661,56.322830,44.033932,4.000000,134,0,202,5.302153587341309
8:12:53:681,56.322762,44.033928,3.900000,135.1,0,206,5.85856819152832
8:12:54:643,56.322722,44.033893,3.300000,135,0,205,5.336639881134033
8:12:55:574,56.322678,44.033863,3.900000,135.7,0,202,5.57495641708374
8:12:56:678,56.322637,44.033837,3.900000,136.2,0,204,5.017512321472168
8:12:58:518,56.322605,44.033810,3.900000,136.7,0,205,4.1023359298706055
8:12:59:579,56.322575,44.033783,2.800000,136.8,0,197,1.5652703046798706
8:13:0:678,56.322570,44.033783,2.800000,136.6,0,197,0.08647333085536957
8:13:1:740,56.322582,44.033785,2.700000,137.2,0,197,0
8:13:2:687,56.322585,44.033788,2.600000,138,0,197,0
8:13:3:626,56.322592,44.033797,2.600000,137.9,0,197,0
8:13:4:617,56.322592,44.033797,2.500000,137.9,0,197,0
8:13:7:810,56.322592,44.033797,2.400000,137.9,0,197,0
8:13:8:711,56.322592,44.033797,2.400000,137.9,0,197,0
8:13:9:770,56.322592,44.033797,2.400000,137.9,0,197,0
8:13:11:839,56.322592,44.033797,2.300000,137.9,0,197,0
8:13:12:830,56.322592,44.033797,2.300000,137.9,0,197,0
8:13:13:801,56.322592,44.033797,2.300000,137.9,0,197,0
8:13:14:798,56.322592,44.033797,3.900000,137.9,0,197,0
8:13:15:730,56.322592,44.033797,3.900000,137.9,0,197,0
8:13:16:706,56.322592,44.033797,3.900000,137.9,0,197,0
8:13:17:705,56.322592,44.033797,2.200000,137.9,0,197,0
8:13:19:634,56.322613,44.033745,2.200000,145.2,0,197,1.3887205123901367
8:13:20:663,56.322597,44.033738,2.200000,145.4,0,199,2.534492254257202
8:13:21:699,56.322575,44.033717,3.400000,145.7,0,214,2.7970006465911865
8:13:22:698,56.322548,44.033710,3.200000,146,0,206,3.087303876876831
8:13:23:649,56.322510,44.033712,3.200000,146.3,0,202,3.9396839141845703
8:13:24:652,56.322467,44.033702,3.100000,146.4,0,199,4.561983108520508
8:13:25:680,56.322423,44.033672,3.100000,146.5,0,205,4.99229097366333
8:13:26:680,56.322372,44.033608,3.900000,146.5,0,209,5.307301044464111
8:13:27:656,56.322323,44.033557,3.100000,146.3,0,210,5.842097282409668
8:13:28:664,56.322275,44.033493,3.900000,146.1,0,215,6.080928325653076
8:13:29:667,56.322227,44.033415,3.000000,145.8,0,223,7.01051664352417
8:13:30:657,56.322173,44.033328,3.000000,145.6,0,219,7.694582462310791
8:13:31:702,56.322120,44.033235,3.100000,145.4,0,221,7.677082061767578
8:13:32:762,56.322065,44.033143,3.100000,145.2,0,219,8.3040132522583
8:13:33:749,56.322007,44.033050,3.900000,145,0,222,8.582478523254395
8:13:34:727,56.321945,44.032957,3.900000,144.4,0,223,8.819250106811523
8:13:35:740,56.321888,44.032850,3.900000,143.9,0,224,8.994256019592285
8:13:36:730,56.321827,44.032743,3.300000,143.5,0,224,9.713837623596191
8:13:37:756,56.321765,44.032632,3.900000,143.2,0,225,9.512066841125488
8:13:38:738,56.321702,44.032517,3.300000,142.8,0,225,9.879578590393066
8:13:39:826,56.321638,44.032397,3.400000,142.4,0,227,10.280547142028809
8:13:40:867,56.321555,44.032307,3.200000,142,0,224,10.252237319946289
8:13:41:863,56.321470,44.032215,3.000000,141.6,0,223,10.250693321228027
8:13:42:839,56.321395,44.032113,2.900000,141.2,0,220,10.440625190734863
8:13:43:883,56.321318,44.032002,2.900000,140.6,0,224,10.590409278869629
8:13:45:19,56.321243,44.031887,2.800000,139.9,0,225,11.4324951171875
8:13:46:35,56.321173,44.031758,2.800000,139.4,0,227,10.42724323272705
8:13:47:46,56.321105,44.031655,3.900000,138.7,0,228,8.532549858093262
8:13:48:30,56.321048,44.031537,2.800000,137.8,0,229,9.34375286102295
8:13:49:20,56.320988,44.031425,2.800000,136.7,0,226,9.476036071777344
8:13:50:10,56.320925,44.031327,3.900000,135.9,0,221,8.80072021484375
8:13:51:37,56.320867,44.031238,2.700000,135.3,0,220,8.110478401184082
8:13:52:111,56.320820,44.031160,2.700000,134.6,0,223,6.615210056304932
8:13:54:127,56.320748,44.031075,3.700000,133.4,0,217,3.348782777786255
8:13:55:185,56.320732,44.031060,3.300000,132.9,0,221,1.9703567028045654
8:13:56:191,56.320723,44.031043,3.200000,132.2,0,221,0.08132611215114594
8:13:57:242,56.320723,44.031037,3.000000,131.5,0,221,0
8:13:58:262,56.320727,44.031037,3.900000,132,0,221,0
8:13:59:313,56.320727,44.031037,3.900000,132.2,0,221,0
8:14:0:320,56.320727,44.031037,3.900000,132.2,0,221,0
8:14:2:344,56.320727,44.031037,2.700000,132.2,0,221,0
8:14:3:385,56.320727,44.031037,2.700000,132.2,0,221,0
8:14:5:653,56.320727,44.031037,3.900000,132.2,0,221,0
