time,x,y,z
13:40:31:212,-1.53,-0.01,10.09
13:40:31:286,0.53,-0.79,10.9
13:40:31:398,-0.28,2.19,9.07
13:40:31:439,-0.28,2.19,9.07
13:40:31:623,-1,-0.13,10.39
13:40:31:690,-0.36,-1.89,10.63
13:40:31:873,-1.59,1.19,10.04
13:40:31:939,-2.58,-0.76,11.19
13:40:31:988,0.22,0.36,9.83
13:40:32:49,0.22,0.36,9.83
13:40:32:136,-1.56,3.27,10.86
13:40:32:175,-1.56,3.27,10.86
13:40:32:337,-0.85,-1.1,10.05
13:40:32:401,-2.04,-0.15,9.75
13:40:32:445,-4.92,-1.45,10.31
13:40:32:526,-2.36,-0.13,11.34
13:40:32:628,-2.75,-2.36,12.49
13:40:32:670,-0.8,1.59,10.4
13:40:32:824,1.15,0,10.16
13:40:32:883,-0.25,2.08,8.94
13:40:32:944,0.38,-0.13,9.72
13:40:33:60,-1.74,-0.23,10.12
13:40:33:159,1.2,0.24,9.39
13:40:33:200,-1.68,-1.8,12.5
13:40:33:296,-2.57,-1.9,10.96
13:40:33:332,-1.6,-0.55,12.1
13:40:33:385,-2.58,-2.56,9.86
13:40:33:480,0.26,-0.66,11.91
13:40:33:575,-0.1,0.32,11.54
13:40:33:691,-1.38,-3.17,9.16
13:40:33:739,-1.38,-3.17,9.16
13:40:33:794,-0.53,-4.67,12.22
13:40:33:874,-1.24,-1.68,10.98
13:40:33:921,-1.24,-1.68,10.98
13:40:33:982,0.01,2.68,9.91
13:40:34:167,-0.48,0.79,9.94
13:40:34:222,-3,1.32,9.6
13:40:34:374,0.99,2.8,9.07
13:40:34:475,-0.83,-3.21,10.2
13:40:34:555,0.49,1.5,8.49
13:40:35:47,0.34,0.52,10.58
13:40:35:102,-1,1.82,8.79
13:40:35:194,-1.63,0.07,11.2
13:40:35:324,-1.71,2.07,10.02
13:40:35:438,0.5,-0.39,11.56
13:40:35:486,0.5,-0.39,11.56
13:40:35:595,-0.77,1.32,8.44
13:40:35:872,-0.97,-0.32,11.3
13:40:36:31,-0.49,2.74,9.97
13:40:36:247,-1.02,1.14,10.54
13:40:36:329,0.37,-1.29,10.68
13:40:36:392,0.4,0.07,9.22
13:40:36:475,-0.11,2.91,9.47
13:40:36:567,-2.76,3.26,9.42
13:40:36:686,-0.48,-0.38,10.38
13:40:36:808,-0.6,-0.69,11.31
13:40:37:207,-0.36,0.98,10.58
13:40:37:403,-0.97,-2.24,12.28
13:40:37:685,-4.83,-0.1,10.9
13:40:37:984,1.46,0.3,8.65
13:40:38:108,-1.36,-1.08,11.74
13:40:38:207,-0.98,-1.66,11.19
13:40:38:238,0.87,-0.09,10.82
13:40:38:363,-0.46,-1.7,11.86
13:40:38:397,-0.46,-1.7,11.86
13:40:38:468,-2.8,-0.98,9.75
13:40:38:570,-1.44,1.34,9.15
13:40:38:864,0.9,1.03,9.15
13:40:39:6,-1.32,1.52,9.06
13:40:39:148,-1.02,-5.3,12.3
13:40:39:370,-7.81,4.53,7.17
13:40:39:424,-7.81,4.53,7.17
13:40:39:588,-4.65,-15.06,19.6
13:40:39:623,-5.33,14.67,-0.15
13:40:39:693,4.18,14.03,10.63
13:40:39:740,7.67,-6.31,14.18
13:40:39:773,7.67,-6.31,14.18
13:40:39:804,4.49,-19.61,12.16
13:40:39:836,4.49,-19.61,12.16
13:40:39:893,-0.99,-12.38,11.65
13:40:40:54,-0.99,-12.38,11.65
13:40:40:262,2.48,3.79,9
13:40:40:735,3.02,-0.75,6.84
13:40:41:158,2.13,-0.42,10.38
13:40:41:285,-3.06,-0.84,12.36
13:40:41:406,-0.08,4.96,8.56
13:40:41:535,-0.87,-3.34,11.22
13:40:41:685,-0.28,1.48,9.45
13:40:41:801,2.99,0.94,9.96
13:40:41:939,0.26,2.67,10.88
13:40:42:265,0.15,3.42,9.63
13:40:42:651,-0.22,-0.56,9.54
13:40:43:89,1,-2.03,13.13
13:40:43:169,-0.35,-3.7,10.7
13:40:43:329,-0.23,5.71,7.18
13:40:43:464,0.06,6,7.84
13:40:43:595,-4.31,0.14,13.95
13:40:43:703,0.62,0.29,8.59
13:40:43:819,-1.58,1.54,10.72
13:40:43:878,-1.06,1.62,10.22
13:40:43:937,-0.98,0.62,9.44
13:40:44:25,-1.96,1.11,9.66
13:40:44:175,-1.25,0.97,11.73
13:40:44:208,-1.25,0.97,11.73
13:40:44:249,0.41,-0.03,10.79
13:40:44:547,-0.01,2.54,9.07
13:40:44:689,-1.71,0.74,10.08
13:40:44:803,-1.04,-0.34,11.87
13:40:45:436,0.55,1.6,8.5
13:40:45:826,-0.61,1.04,12.67
13:40:46:350,-2.28,1.28,10.7
13:40:46:867,0.29,0.07,10.23
13:40:46:941,-1.68,-0.11,11.48
13:40:47:370,-1.25,0.89,7.8
13:40:47:699,-1.59,-0.93,9.71
13:40:48:59,-1.81,-2.32,11.67
13:40:48:460,1.11,0.54,8.79
13:40:48:872,-1.01,-0.72,12.07
13:40:48:926,-1.93,0.65,9.38
13:40:48:967,-1.09,3.75,7.13
13:40:49:227,-0.01,4.7,6.19
13:40:49:354,-1.04,-2.22,13.1
13:40:49:396,-0.79,-3.33,13.39
13:40:49:483,0.58,0.99,9.77
13:40:49:552,0.84,-0.51,9.85
13:40:49:668,-2.16,1.38,9.76
13:40:49:769,-3.38,-3.35,13.99
13:40:49:825,-2.11,-2.6,11.79
13:40:50:182,-0.55,-1.93,13.35
13:40:50:934,-0.16,-2.39,12
13:40:51:41,-1.47,1.31,7.93
13:40:51:137,-0.68,-5.09,18.3
13:40:51:257,1.49,-0.27,10.2
13:40:51:326,-1.09,-1.08,9.6
13:40:51:395,1.33,-8.78,16.94
13:40:51:517,-1.47,-1.78,7.18
13:40:51:624,-1.1,3.55,12.51
13:40:51:740,-3.15,0.07,12.32
13:40:51:868,-2.13,-1.19,16.0
13:40:51:978,-0.71,1.32,1
13:40:52:54,-1.7,0.67,10
13:40:52:182,-1.01,-0.28,10.86
13:40:52:993,-0.17,-2.23,10.2
13:40:53:355,-1.25,-1.87,12.61
13:40:53:300,-1.7,-1.53,12.24
13:40:53:413,-0.26,-3.36,13.17
13:40:53:511,-1.99,-0.09,8.07
13:40:53:645,-0.06,-0.58,10.04
13:40:53:762,0.3,-0.67,9.52
13:40:54:296,-1,0.48,9.69
13:40:54:346,-0.66,0.03,10.65
13:40:54:539,-1.56,-0.64,9.63
13:40:54:991,-1.54,2.18,7.92
13:40:55:69,-2.48,3.28,7.87
13:40:55:197,0.04,2.16,9.15
13:40:55:324,0.54,1.6,7.86
13:40:55:379,-2.81,1.31,8.94
13:40:55:443,-0.23,1.44,8.99
13:40:55:577,-0.69,1.05,6.75
13:40:55:654,0.31,1.03,9.34
13:40:55:808,0.29,2.45,8.59
13:40:56:156,-0.77,-0.54,10.8
13:40:56:555,0.64,1.1,10.16
13:40:56:799,-1.12,-0.32,9.91
13:40:57:242,-0.93,-0.43,11.92
13:40:57:483,-0.25,-0.06,11.4
13:40:57:606,-0.21,-1.15,9.89
13:40:57:733,-1.2,-1.3,11.61
13:40:58:177,-0.89,-0.59,8.63
13:40:58:417,-0.98,0.73,8.85
13:40:58:478,-0.98,0.73,8.85
13:40:58:915,-2.59,-4.85,15
13:40:59:235,1.6,8.72,6.68
13:40:59:428,-1.95,6.15,2.1
13:40:59:587,-1.56,-6.13,11.41
13:40:59:663,0.56,2.79,15.86
13:41:0:74,-0.54,-4,14.15
13:41:0:867,-1.09,3.31,8.89
13:41:1:210,-0.88,-1.47,9.5
13:41:1:298,-0.88,-1.47,9.5
13:41:1:419,-3.94,0.01,10.26
13:41:1:489,-2.89,2.54,9.11
13:41:1:606,-0.46,-0.32,10.25
13:41:1:693,0.77,1.5,8.9
13:41:1:778,0.68,-1.1,10.7
13:41:1:923,-1.86,2.47,9.88
13:41:2:378,-1.11,0.26,9.85
13:41:3:138,-0.62,1.79,9.5
13:41:3:202,-1.07,0.28,10.11
13:41:3:299,-0.45,0.45,10.07
13:41:3:386,-4.94,1.25,8.64
13:41:4:87,0.2,0.23,10.6
13:41:3:811,-0.44,-0.91,10.98
13:41:4:231,0.75,-2.07,11.1
13:41:4:339,0.54,-1.99,12.51
13:41:4:555,-0.14,0.55,10.33
13:41:4:602,-1.39,1.22,12.32
13:41:4:983,-1.63,0.84,8.66
13:41:5:45,-2.21,1.64,8.64
13:41:5:141,-4.36,1.5,11.41
13:41:5:268,-1.34,-0.94,10.21
13:41:5:326,-1.22,-1.48,11.63
13:41:5:384,-3.79,0.36,11.51
13:41:5:441,-0.09,-0.3,9.01
13:41:5:847,1.58,0.46,10.31
13:41:6:231,1.41,-1.15,10.62
13:41:6:332,-0.08,0.48,9.82
13:41:6:424,-0.73,-0.68,11.71
13:41:6:555,-2.45,-3.97,11.71
13:41:7:209,-3.59,1.12,8.0
13:41:7:337,-0.83,-0.77,1
13:41:7:468,-0.25,-2.16,9
13:41:7:531,-0.25,-2.16,9.97
13:41:7:943,-0.47,-1.17,12.78
13:41:8:20,-0.81,1.47,8.11
13:41:8:121,-1.22,0.53,9.32
13:41:8:271,-0.05,1.37,9.25
13:41:8:317,-0.37,1.79,9.68
13:41:8:389,0.56,1.47,10.23
13:41:8:505,-0.61,-0.38,11
13:41:8:603,0.22,1.44,11.48
13:41:8:657,-2.15,0.35,11.4
13:41:9:50,-0.39,0.75,12.9
13:41:9:471,-2.37,2.45,9.35
13:41:10:8,0.61,1.36,9.84
13:41:10:154,-3.29,1.01,9.99
13:41:10:311,-0.27,1.44,10.38
13:41:10:364,-2.31,0.56,8.04
13:41:10:548,0.12,0.34,10.01
13:41:10:612,-0.95,0.07,11.76
13:41:10:748,-1.06,-0.42,11
13:41:11:99,-1.13,-0.34,11.89
13:41:11:181,-2.33,-0.67,10.8
13:41:11:410,-0.31,2.2,11.47
13:41:11:549,-1.13,-0.41,10.5
13:41:11:653,-0.88,-0.28,10.86
13:41:12:83,1.68,-0.77,9.9
13:41:12:221,-1.11,2.03,8.56
13:41:12:375,-2.52,-2.08,10.88
13:41:12:840,-0.16,-1.46,12.82
13:41:12:966,0.43,5.51,3.97
13:41:12:993,-2,-0.8,11.6
13:41:13:125,-1.31,2.22,7.78
13:41:13:193,1.07,3.49,8.57
13:41:13:346,-1.35,3.82,8.35
13:41:13:511,-0.93,1.44,8.85
13:41:13:556,-1.32,2.38,8.95
13:41:13:874,-2.48,-1.25,11.51
13:41:14:274,0.39,1.23,10.57
13:41:14:350,-1.32,-3.15,12.95
13:41:14:773,-1.46,0.4,8.67
13:41:15:178,1.48,-1.56,13.37
13:41:15:459,-0.25,6,8.5
13:41:15:582,-0.21,-0.59,9.59
13:41:15:705,-2.36,-0.79,12.14
13:41:15:910,-0.72,0.73,7.93
13:41:15:963,-2.32,0.14,10.18
13:41:16:5,-0.9,2.65,8.56
13:41:16:257,-0.79,-1.03,6.82
13:41:16:794,1.57,0.09,12.8
13:41:17:274,0.66,0.5,12.44
13:41:17:447,-2.96,0.56,9.23
13:41:17:493,-0.65,-0.18,11.71
13:41:17:686,-1.56,-4.45,11.58
13:41:18:167,-1.67,2.17,10.01
13:41:18:358,0.13,-0.89,8.88
13:41:18:815,-1.15,2.19,10.81
13:41:19:215,-0.22,-2.73,12.09
13:41:19:378,-0.08,1.63,9.83
13:41:20:49,0.06,0.75,9.6
13:41:20:171,-0.83,0.37,10.67
13:41:20:303,-0.9,0.06,10.97
13:41:20:402,-1.57,-0.88,13.03
13:41:20:451,-1.11,0.49,9.3
13:41:20:556,0.41,-1.37,8.27
13:41:20:692,-0.48,-5.56,13.88
13:41:21:10,-0.58,0.45,11.22
13:41:21:379,0.29,-0.41,10.42
13:41:21:443,-0.39,1.25,8.78
13:41:21:626,-1.3,-0.61,10.02
13:41:21:729,-1.31,3.58,6.97
13:41:22:302,-1.52,-1.3,11.94
13:41:22:438,-1.4,-0.19,11.17
13:41:22:539,-1.16,-1.39,11
13:41:22:611,-0.57,0.48,9.6
13:41:22:705,-0.77,1.25,11.53
13:41:23:349,-0.91,-0.02,10.55
13:41:23:748,-0.91,1.18,9.28
13:41:24:106,0.48,-0.1,9.38
13:41:24:171,-1.64,-0.27,10.55
13:41:24:253,-1.99,-0.07,10.74
13:41:24:424,0.93,1.96,8.83
13:41:24:988,-1.98,-0.12,12.51
13:41:25:94,-0.48,-0.35,11.41
13:41:25:196,-0.91,0.9,10.34
13:41:25:326,1.63,-0.77,11.12
13:41:25:444,-1.59,0.97,10.94
13:41:25:531,-0.65,-0.34,11.07
13:41:25:707,-0.09,-1.15,10.98
13:41:25:973,-1.11,2.77,5.96
13:41:26:37,0.36,1.97,11.02
13:41:26:81,1.14,5.07,6.24
13:41:26:203,-0.62,2.08,10.42
13:41:26:397,1.33,4.67,6.59
13:41:26:469,0.64,3.53,9.67
13:41:26:568,-1.22,-1.64,10.73
13:41:26:624,-1.66,0.16,9.84
13:41:27:11,-1.14,-2.27,11.6
13:41:27:74,0.44,0.13,9.59
13:41:27:254,0.4,1.43,8.84
13:41:27:325,-1.74,2.1,8.64
13:41:27:808,-0.07,-2.5,10.47
13:41:28:185,-1.61,-0.07,10.64
13:41:28:290,-1.38,-2.3,12.62
13:41:28:331,-1.68,-0.55,11.54
13:41:28:502,1.32,3.52,7.15
13:41:28:972,0.09,3.58,7.39
13:41:29:363,-0.76,1.1,10.19
13:41:29:454,-0.69,-0.69,11.45
13:41:29:548,-0.69,-0.69,11.45
13:41:29:982,-1.44,-0.65,10.38
13:41:30:403,-0.61,0.59,9.53
13:41:30:467,0.44,-1.78,11.32
13:41:30:900,-1.49,1.68,8.01
13:41:31:247,0.73,4.82,8.04
13:41:31:392,-1.59,0.93,11.22
13:41:31:439,-0.77,1.23,8.82
13:41:31:487,-1.23,2.21,9.79
13:41:31:529,-1.23,2.21,9.79
13:41:31:666,-1.07,1.02,10.18
13:41:31:713,-1.07,1.02,10.18
13:41:31:738,-1.07,1.02,10.18
13:41:31:769,-1.07,1.02,10.18
13:41:32:395,-0.34,-0.09,9.3
13:41:32:453,-0.01,-1.86,9.66
13:41:32:517,-0.01,-1.86,9.66
13:41:33:7,-1.15,1.3,10.03
13:41:33:117,0.46,3.01,9.28
13:41:33:168,0.46,3.01,9.28
13:41:33:331,-0.16,0.47,7.64
13:41:33:415,0.88,0.58,10.33
13:41:33:886,-1.24,4.43,6.92
13:41:33:984,-1.15,2.17,8.62
13:41:34:75,-1.85,-1.68,11.14
13:41:34:139,-1.84,1.49,10.2
13:41:34:200,1.23,-0.05,9.32
13:41:34:311,-1.49,-2.3,11.2
13:41:34:510,-0.43,2.19,9.56
13:41:34:656,-2.5,-4.71,13.14
13:41:35:43,-2.4,-0.98,12.32
13:41:35:829,0.23,1.91,10.58
13:41:36:294,-3.1,-3.69,16.07
13:41:36:391,-2.86,1.68,9.06
13:41:36:501,0.41,8.27,8.75
13:41:36:613,-0.42,0.46,9.3
13:41:36:708,-0.48,-0.68,9.66
13:41:36:806,0.19,1.06,8.44
13:41:36:913,0,-0.57,11.17
13:41:37:669,-0.32,8.69,8.68
13:41:38:89,-1.03,-1.3,11.01
13:41:38:261,-1,-1.29,11.7
13:41:38:402,-1.64,0.69,9.43
13:41:38:857,0.15,-0.67,10.47
13:41:38:953,0.06,-1.53,10.45
13:41:38:996,0.09,-1.76,10.43
13:41:39:85,-2.03,-0.49,9.25
13:41:39:152,-1.96,-1.7,10.06
13:41:39:225,-2.32,-0.38,9
13:41:39:297,0.65,-1.22,11.25
13:41:39:364,-1.46,-0.61,12.75
13:41:39:455,1.81,5.15,7.86
13:41:39:546,-1.31,1.99,7.28
13:41:39:615,-2,-1.55,9.73
13:41:39:762,-2.03,3.73,8.38
13:41:39:838,1.38,5.72,6.62
13:41:39:957,-0.25,-3.8,15.45
13:41:40:74,-1,-0.22,9.82
13:41:40:214,-1.25,-2.06,11.97
13:41:40:633,-0.04,-1.88,8.72
13:41:41:1,0.83,0.07,10.62
13:41:41:130,-0.8,-1.45,10.89
13:41:41:250,0.71,-0.69,11.05
13:41:41:363,-0.24,1.49,11.02
13:41:41:465,-0.52,3.32,8.02
13:41:41:596,-1.87,-0.46,11.66
13:41:42:58,-0.48,-1.25,12.07
13:41:42:119,-1.27,-0.2,7.87
13:41:42:224,0.45,1.4,8.47
13:41:42:288,0.36,0.38,10.51
13:41:42:414,-0.23,1.93,8.69
13:41:42:784,-1.7,1.37,9.84
13:41:43:83,0.68,1.42,8.42
13:41:43:185,-0.41,-2.64,13.21
13:41:43:290,-0.87,2.15,8.16
13:41:43:540,-1.86,-1.76,12.54
13:41:43:857,-1.47,1.98,10.56
13:41:43:995,-1.49,-2.84,10.48
13:41:44:123,1.58,3.71,7.77
13:41:44:174,0.87,0.29,9.74
13:41:44:279,-1.7,5.74,7.59
13:41:44:382,-0.59,1.74,11.7
13:41:44:504,-0.53,-5.22,11.8
13:41:44:611,-2.79,-2.63,12.71
13:41:44:994,-1.01,0.32,9.29
13:41:45:47,-0.39,-0.4,9.58
13:41:45:150,-1.7,1.81,9.42
13:41:45:187,-2.44,-0.57,12.48
13:41:45:356,-1.8,1.37,9.04
13:41:45:418,-1.35,-1.24,10.4
13:41:45:544,0.15,-1.44,12.86
13:41:45:743,-0.76,7.66,6.94
13:41:45:761,-1.85,-4.84,13.81
13:41:45:826,-1.8,-2.81,10.76
13:41:45:929,-1.82,-3.12,11.68
13:41:45:991,-1,-3.01,10.67
13:41:46:56,1.13,1.02,9.45
13:41:46:212,-0.17,-1.18,11.6
13:41:46:949,0.05,0.23,9.39
13:41:47:32,0.68,-0.08,10.69
13:41:47:157,0.2,1.56,12.2
13:41:47:314,-0.81,0.91,9.13
13:41:47:476,-0.79,-1.71,10.61
13:41:47:516,-0.54,-0.48,10.23
13:41:48:90,0.18,-1.24,11.13
13:41:48:213,-0.7,0.18,10.19
13:41:48:352,0.57,0.91,11
13:41:48:416,-1.15,0.79,9.88
13:41:48:483,-2.85,-1.83,10.63
13:41:48:569,-1.71,-1.13,10.84
13:41:48:865,-3.13,2.89,10.01
13:41:49:35,-2.44,-4.15,3.51
13:41:49:415,-1.12,-3.29,12.71
13:41:49:774,0.96,-0.12,9.4
13:41:50:61,-0.1,1.68,8.64
13:41:50:153,-0.62,1.7,10.59
13:41:50:205,-1.39,1.35,10.78
13:41:50:297,-0.08,1.36,10.6
13:41:50:472,-1.38,0.45,8.99
13:41:50:546,-1.92,-1.41,10.76
13:41:50:827,-0.24,1.27,7.97
13:41:51:235,-0.85,1.6,9.09
13:41:51:347,-0.08,1.81,8.15
13:41:51:485,-0.21,-1.01,8.91
13:41:51:615,-0.82,-0.61,9.99
13:41:51:971,-0.69,1.5,11.41
13:41:52:347,-0.34,1.62,9.0
13:41:53:22,-0.95,2.4,7.92
13:41:53:221,-1.83,-0.79,11.27
13:41:53:344,-2.13,-1.35,11.23
13:41:53:392,-0.32,-1.28,9.93
13:41:53:520,0.09,0.65,10.83
13:41:53:630,-0.03,1.43,7.89
13:41:53:733,-1.99,3.35,10.34
13:41:54:89,1.04,-1.56,11.71
13:41:54:496,-1.28,1.27,8.79
13:41:54:950,-0.9,-1.06,11.17
13:41:55:49,0.39,5.16,4.41
13:41:55:111,0.39,5.16,4.41
13:41:55:160,-1.99,3.44,7.54
13:41:55:306,-2.3,2.62,7.54
13:41:55:435,-1.62,4.63,7.03
13:41:55:530,-1.82,0.02,10.86
13:41:55:877,-0.24,0.87,8.04
13:41:56:239,-0.27,1.88,9.55
13:41:56:311,-0.7,0.82,9.99
13:41:56:146,-0.01,0.98,9.32
13:41:56:446,-0.4,0.59,9.86
13:41:57:357,-3.01,-2.35,11.36
13:41:57:462,-1.5,0.29,10.18
13:41:57:531,0.56,-1.81,10.78
13:41:57:714,-1.48,-0.14,10.21
13:41:58:332,-2.83,-2.9,13.74
13:41:58:455,-1.95,-1.35,13.91
13:41:58:608,-0.86,-0.71,10.39
13:41:59:74,-1.36,0.6,11.1
13:41:59:214,-0.77,1.06,8.69
13:41:59:298,-0.63,-0.35,11.14
13:41:59:348,0.38,2.38,6.66
13:41:59:474,-1.56,0.89,12.1
13:41:59:609,-1.96,-0.96,9.84
13:41:59:652,-0.18,6.22,7.76
13:41:59:713,-1.97,-1.57,10.52
13:41:59:836,-1,-0.56,8.88
13:42:0:291,0.48,3.62,9.08
13:42:1:173,0.03,-1.73,9.98
13:42:1:303,0.89,0.73,8.51
13:42:1:405,-2.43,-1.1,11.1
13:42:1:569,0.01,0.49,11.1
13:42:1:699,-0.48,1.5,10.35
13:42:1:832,-0.34,-0.14,9.85
13:42:2:186,0.38,1.13,8.57
13:42:2:589,3.8,16.54,-5.1
13:42:2:996,0.53,-1.27,10.6
13:42:3:60,-1.26,-1.09,11.88
13:42:3:136,-0.67,0.38,9.78
13:42:3:214,-0.85,-1.47,11.49
13:42:3:410,-1.64,0.28,9.26
13:42:3:605,-2.15,-0.32,11.07
13:42:3:705,-1,-0.99,10.36
13:42:3:755,-1,-0.99,10.36
13:42:3:798,-2.41,0.79,11.06
13:42:3:837,-0.49,1.12,9.27
13:42:3:946,-1.66,-0.57,9.76
13:42:4:61,-0.79,2.02,8.66
13:42:4:583,-1.23,1.31,8.13
13:42:4:972,0.79,2.96,9.46
13:42:5:206,0.37,-0.1,11.96
13:42:5:303,-0.15,1.87,9
13:42:5:352,-1.44,1.08,8.94
13:42:5:883,-0.68,-0.81,11.15
13:42:5:992,1.45,1.56,6.75
13:42:6:43,-3.01,0.22,8.84
13:42:6:173,-0.85,1.87,8.76
13:42:6:286,0.94,-3.59,12.14
13:42:6:351,0.94,-3.59,12.14
13:42:6:403,-2.74,-5.03,16.39
13:42:7:312,-1.68,0.67,8.45
13:42:7:386,-0.88,-0.61,8.86
13:42:7:495,0.17,3.12,9.85
13:42:7:821,-0.46,0.25,10.89
13:42:8:255,-0.32,0.13,9.56
13:42:8:365,-0.32,0.13,9.56
13:42:8:404,0.24,0.11,10.78
13:42:8:587,-2.05,1.68,8.64
13:42:8:661,-0.9,0.88,10.34
13:42:8:705,-0.89,-0.54,9.9
13:42:8:821,-0.38,2.09,5.4
13:42:9:230,-2.23,-10,13.02
13:42:9:385,0.88,4.48,8.11
13:42:9:464,1.34,1.21,9.83
13:42:9:895,-0.86,-0.04,9.7
13:42:10:51,-1.46,3.13,1
13:42:10:92,-0.88,2.58,9.27
13:42:10:144,-1.47,2.94,7.49
13:42:10:227,-1.29,-3.23,10.06
13:42:10:294,-0.35,-0.57,8.32
13:42:10:401,1.53,-1.41,11.58
13:42:10:439,-2.22,0.25,11.82
13:42:10:815,-2.97,2.63,12.23
13:42:11:142,0.34,-3.03,9.87
13:42:11:201,0.28,0.81,8.67
13:42:11:298,0.44,-1.08,13.06
13:42:11:413,-2.53,0.93,12.0
13:42:11:527,0.63,1.9,10.42
13:42:11:920,0.22,1.81,8.36
13:42:12:312,-1.94,0.52,10.11
13:42:12:368,-0.08,4.12,9.57
13:42:12:484,-0.15,-1.11,10.16
13:42:12:714,0.75,-1.91,11.18
13:42:13:114,-0.97,0.73,11.0
13:42:13:156,-0.82,2.37,8.8
13:42:13:225,0.67,1.08,9.19
13:42:13:298,0.67,0.37,8.59
13:42:13:348,0.67,0.37,8.59
13:42:13:445,-0.2,1.88,10.79
13:42:13:510,-0.74,-1.96,9.99
13:42:13:635,-1.63,-2.08,13.47
13:42:13:739,-3.72,5.43,3.3
13:42:14:334,-0.95,-1.36,10.9
13:42:14:444,-1.1,-0.77,11.66
13:42:14:552,-0.1,0.02,10.77
13:42:15:44,-0.34,-0.07,9.7
13:42:15:247,-0.13,2.55,9.36
13:42:15:421,-1.08,-1.05,10.12
13:42:15:895,-1.55,4.45,9.33
13:42:16:43,0.44,0.4,10.23
13:42:16:112,-0.08,0.75,9.7
13:42:16:227,-0.12,0.92,11.26
13:42:16:404,-0.11,-3.13,15.29
13:42:16:447,-1.99,-0.74,9.8
13:42:16:562,0.56,-2.73,11.36
13:42:16:953,-1.9,-0.75,9.49
13:42:17:325,-1.68,-0.51,7.8
13:42:17:461,-0.25,0.07,9.04
13:42:17:860,0.82,4.02,7.43
13:42:17:937,-0.87,0.84,10.18
13:42:17:985,-2.26,-0.84,11.14
13:42:18:89,-0.44,-2.02,11.13
13:42:18:252,-0.32,3.02,7.9
13:42:18:301,-0.32,1.28,9.45
13:42:18:438,0.61,1.83,8.06
13:42:18:496,-1.09,-2.84,12.86
13:42:19:161,-1.41,2.24,6.01
13:42:19:291,-0.14,2.73,7.15
13:42:19:427,2.21,5.24,6.22
13:42:19:533,0.74,4.13,5.51
13:42:19:586,-1.18,3.6,7.63
13:42:20:237,2.79,0.45,8.68
13:42:20:332,-1.92,0.35,8.2
13:42:20:457,-1.1,0.67,9.56
13:42:20:568,-1.6,-0.24,10.8
13:42:21:7,-0.24,-0.94,11.44
13:42:21:115,0.07,0.59,10.81
13:42:21:242,-0.7,3.25,10.13
13:42:21:340,-0.63,0.34,10.54
13:42:21:457,-0.57,1.96,9.21
13:42:21:560,-3.66,0.05,11.58
13:42:21:982,-0.73,-1.51,9.85
13:42:22:124,-1.71,-1.91,13.3
13:42:22:319,-0.49,-0.94,12.71
13:42:22:490,1.8,0.34,10.47
13:42:22:862,-0.6,0.96,10.52
13:42:23:207,2.46,1,5.59
13:42:23:289,2.46,1,5.59
13:42:23:334,0.19,-0.99,10.58
13:42:23:465,-0.6,-0.14,11.46
13:42:23:570,-1.7,-2.47,14.23
13:42:24:1,-0.7,1.74,4.87
13:42:24:689,-1.36,2.03,10.33
13:42:24:810,-0.55,1.12,8
13:42:24:906,1.42,2.71,10.39
13:42:24:999,1.26,-0.84,7.97
13:42:25:103,-2.07,-0.09,11.79
13:42:25:220,-3.9,1.47,8.94
13:42:25:332,-1.94,0.24,9.85
13:42:25:433,1.17,0.48,12.32
13:42:25:491,-1.02,-0.2,9.7
13:42:25:585,-0.03,-0.48,8.18
13:42:25:935,-1.21,1.6,9.93
13:42:26:337,-2.02,1.4,9.58
13:42:26:423,0.17,3.98,13
13:42:26:472,-0.55,0.88,9.61
13:42:26:548,-1.26,0.14,10.71
13:42:26:630,-1.9,-2.57,13.24
13:42:26:928,-1.36,1.63,11.52
13:42:27:279,-1.91,-1.9,12.38
13:42:27:342,-0.85,-0.32,11.39
13:42:27:397,-0.39,1.47,10.16
13:42:27:531,-1.47,2.73,8.07
13:42:27:624,-1.47,2.73,8.07
13:42:28:345,0.25,-2.31,11.19
13:42:28:896,-0.51,0.04,9.97
13:42:29:59,-1.99,-0.3,8.05
13:42:29:220,-0.54,0.68,11.01
13:42:29:285,1.05,0.13,9.12
13:42:29:419,-1.54,-2.53,11.29
13:42:29:982,-0.73,0.41,8.72
13:42:30:217,-0.56,-1.77,11.85
13:42:30:374,-1.08,0.23,7.96
13:42:30:434,0.31,0.03,10.71
13:42:30:510,-1.94,-0.32,10.78
13:42:30:579,-0.58,0.61,8.69
13:42:30:663,-0.58,0.61,8.69
13:42:30:702,-0.08,0.04,11.33
13:42:31:45,-0.14,0.55,10.31
13:42:31:224,-1.08,0.22,9.6
13:42:31:382,0.23,-0.54,10.13
13:42:31:467,0.47,3.05,8.23
13:42:31:624,-2.17,0.71,9.85
13:42:31:754,-0.13,-2.19,9.94
13:42:31:948,-1.42,-0.15,11.1
13:42:32:397,-1.25,1.62,8.47
13:42:32:803,-1.87,-3.88,13.32
13:42:32:926,-0.02,0.56,7.95
13:42:32:972,1.88,-0.32,14.72
13:42:33:76,-1.12,6.01,10.35
13:42:33:165,-0.52,-2.83,9.08
13:42:33:262,-0.19,-1.12,10.61
13:42:33:408,-1,-1.76,11.37
13:42:33:484,0.28,0.47,10.99
13:42:33:579,-2.57,-3.24,12.13
13:42:33:972,1.76,2.14,9.93
13:42:34:285,0.3,-1.94,11.12
